骆宾王,唐
杜牧,唐
李商隐,唐
志南,南宋
刘禹锡,唐
王维,唐
赵师秀,南宋
袁牧,清
欧阳修,宋
元稹,唐
刘长卿,唐
孟浩然,唐
叶绍翁,南宋
李白,唐
韦应物,唐
贺知章,唐
高适,唐
杜甫,唐
袁枚,清
李清照,南宋
苏轼,宋
李绅,唐
孟郊,唐
王翰,唐
朱熹,宋
杨万里,南宋
卢纶,唐
白居易,唐
韩愈,唐
王安石,宋
陆游,宋
曾几,宋
张志和,唐
于谦,明
贾岛,唐
王之涣,唐
张继,唐
罗隐,唐
李峤,唐
郑燮,清
范成大,南宋
林升,南宋
龚自珍,清
高鼎,清
翁卷,南宋
柳宗元,唐
王昌龄,唐
胡令能,唐
范仲淹,北宋
王冕,元
