2015-01-14,0.2281,0.2281,,,,
2015-01-15,0.2252,0.2252,-1.27%,,,
2015-01-16,0.2280,0.2280,1.24%,开放申购,开放赎回,
2015-01-19,0.2278,0.2278,-0.09%,开放申购,开放赎回,
2015-01-20,0.2293,0.2293,0.66%,开放申购,开放赎回,
2015-01-21,0.2305,0.2305,0.52%,开放申购,开放赎回,
2015-01-22,0.2346,0.2346,1.78%,开放申购,开放赎回,
2015-01-23,0.2351,0.2351,0.21%,开放申购,开放赎回,
2015-01-26,0.2349,0.2349,-0.09%,开放申购,开放赎回,
2015-01-27,0.2290,0.2290,-2.51%,开放申购,开放赎回,
2015-01-28,0.2276,0.2276,-0.61%,开放申购,开放赎回,
2015-01-29,0.2299,0.2299,1.01%,开放申购,开放赎回,
2015-01-30,0.2281,0.2281,-0.78%,开放申购,开放赎回,
2015-02-02,0.2302,0.2302,0.92%,开放申购,开放赎回,
2015-02-03,0.2324,0.2324,0.96%,开放申购,开放赎回,
2015-02-04,0.2321,0.2321,-0.13%,开放申购,开放赎回,
2015-02-05,0.2340,0.2340,0.82%,开放申购,开放赎回,
2015-02-06,0.2324,0.2324,-0.68%,开放申购,开放赎回,
2015-02-09,0.2318,0.2318,-0.26%,开放申购,开放赎回,
2015-02-10,0.2353,0.2353,1.51%,开放申购,开放赎回,
2015-02-11,0.2362,0.2362,0.38%,开放申购,开放赎回,
2015-02-12,0.2389,0.2389,1.14%,开放申购,开放赎回,
2015-02-13,0.2407,0.2407,0.75%,开放申购,开放赎回,
2015-02-16,0.2407,0.2407,0.00%,开放申购,开放赎回,
2015-02-17,0.2408,0.2408,0.04%,开放申购,开放赎回,
2015-02-25,0.2439,0.2439,1.29%,开放申购,开放赎回,
2015-02-26,0.2450,0.2450,0.45%,开放申购,开放赎回,
2015-02-27,0.2438,0.2438,-0.49%,开放申购,开放赎回,
2015-03-02,0.2461,0.2461,0.94%,开放申购,开放赎回,
2015-03-03,0.2449,0.2449,-0.49%,开放申购,开放赎回,
2015-03-04,0.2441,0.2441,-0.33%,开放申购,开放赎回,
2015-03-05,0.2444,0.2444,0.12%,开放申购,开放赎回,
2015-03-06,0.2417,0.2417,-1.10%,开放申购,开放赎回,
2015-03-09,0.2424,0.2424,0.29%,开放申购,开放赎回,
2015-03-10,0.2381,0.2381,-1.77%,开放申购,开放赎回,
2015-03-11,0.2369,0.2369,-0.50%,开放申购,开放赎回,
2015-03-12,0.2384,0.2384,0.63%,开放申购,开放赎回,
2015-03-13,0.2372,0.2372,-0.50%,开放申购,开放赎回,
2015-03-16,0.2402,0.2402,1.26%,开放申购,开放赎回,
2015-03-17,0.2405,0.2405,0.12%,开放申购,开放赎回,
2015-03-18,0.2430,0.2430,1.04%,开放申购,开放赎回,
2015-03-19,0.2432,0.2432,0.08%,开放申购,开放赎回,
2015-03-20,0.2451,0.2451,0.78%,开放申购,开放赎回,
2015-03-23,0.2443,0.2443,-0.33%,开放申购,开放赎回,
2015-03-24,0.2435,0.2435,-0.33%,开放申购,开放赎回,
2015-03-25,0.2379,0.2379,-2.30%,开放申购,开放赎回,
2015-03-26,0.2372,0.2372,-0.29%,开放申购,开放赎回,
2015-03-27,0.2383,0.2383,0.46%,开放申购,开放赎回,
2015-03-30,0.2410,0.2410,1.13%,开放申购,开放赎回,
2015-03-31,0.2384,0.2384,-1.08%,开放申购,开放赎回,
2015-04-01,0.2372,0.2372,-0.50%,开放申购,开放赎回,
2015-04-02,0.2373,0.2373,0.04%,开放申购,开放赎回,
2015-04-03,0.2373,0.2373,0.00%,开放申购,开放赎回,
2015-04-07,0.2388,0.2388,0.63%,开放申购,开放赎回,
2015-04-08,0.2413,0.2413,1.05%,开放申购,开放赎回,
2015-04-09,0.2426,0.2426,0.54%,开放申购,开放赎回,
2015-04-10,0.2436,0.2436,0.41%,开放申购,开放赎回,
2015-04-13,0.2429,0.2429,-0.29%,开放申购,开放赎回,
2015-04-14,0.2423,0.2423,-0.25%,开放申购,开放赎回,
2015-04-15,0.2437,0.2437,0.58%,开放申购,开放赎回,
2015-04-16,0.2435,0.2435,-0.08%,开放申购,开放赎回,
2015-04-17,0.2398,0.2398,-1.52%,开放申购,开放赎回,
2015-04-20,0.2434,0.2434,1.50%,开放申购,开放赎回,
2015-04-21,0.2445,0.2445,0.45%,开放申购,开放赎回,
2015-04-22,0.2459,0.2459,0.57%,开放申购,开放赎回,
2015-04-23,0.2467,0.2467,0.33%,开放申购,开放赎回,
2015-04-24,0.2502,0.2502,1.42%,开放申购,开放赎回,
2015-04-27,0.2494,0.2494,-0.32%,开放申购,开放赎回,
2015-04-28,0.2490,0.2490,-0.16%,开放申购,开放赎回,
2015-04-29,0.2473,0.2473,-0.68%,开放申购,开放赎回,
2015-04-30,0.2432,0.2432,-1.66%,开放申购,开放赎回,
2015-05-04,0.2470,0.2470,1.56%,开放申购,开放赎回,
2015-05-05,0.2431,0.2431,-1.58%,开放申购,开放赎回,
2015-05-06,0.2413,0.2413,-0.74%,开放申购,开放赎回,
2015-05-07,0.2427,0.2427,0.58%,开放申购,开放赎回,
2015-05-08,0.2460,0.2460,1.36%,开放申购,开放赎回,
2015-05-11,0.2447,0.2447,-0.53%,开放申购,开放赎回,
2015-05-12,0.2438,0.2438,-0.37%,开放申购,开放赎回,
2015-05-13,0.2441,0.2441,0.12%,开放申购,开放赎回,
